back_test_date,cal_beta_date,hold_period,Hedge_return,Stock_retrun,Future_retrun
55,130,40,-147178.3380469475,-191999.99999999983,44821.661953052324
55,130,45,-118724.18958227441,-141999.99999999983,23275.810417725417
55,130,50,-93921.74162107205,-105999.99999999987,12078.258378927812
55,135,5,-9867.51470382312,-1999.9999999999573,-7867.5147038231635
55,135,10,12366.859472062557,17999.99999999997,-5633.140527937414
55,135,15,-89250.45000700126,-116000.00000000001,26749.549992998756
55,135,20,-131156.03983055515,-157999.99999999983,26843.96016944469
55,135,25,-131306.78506371615,-150000.0,18693.214936283865
55,135,30,-119890.63241702782,-139999.99999999985,20109.367582972034
55,135,35,-101169.24995238685,-144000.00000000012,42830.75004761327
55,135,40,-147155.1661882078,-191999.99999999983,44844.83381179203
55,135,45,-118712.15647668326,-141999.99999999983,23287.843523316566
55,135,50,-93915.49741492746,-105999.99999999987,12084.502585072407
55,140,5,-9996.986546384665,-1999.9999999999573,-7996.986546384707
55,140,10,12274.15763278849,17999.99999999997,-5725.8423672114795
55,140,15,-88810.24574229201,-116000.00000000001,27189.754257708002
55,140,20,-130714.28190373514,-157999.99999999983,27285.718096264678
55,140,25,-130999.1599657899,-150000.0,19000.840034210094
55,140,30,-119559.70238744051,-139999.99999999985,20440.29761255934
55,140,35,-100464.40524148181,-144000.00000000012,43535.59475851831
55,140,40,-146417.176685607,-191999.99999999983,45582.82331439283
55,140,45,-118328.9198227011,-141999.99999999983,23671.080177298732
55,140,50,-93716.62866475293,-105999.99999999987,12283.371335246939
55,145,5,-10384.12030446497,-1999.9999999999573,-8384.120304465012
55,145,10,11996.969862002992,17999.99999999997,-6003.03013799698
55,145,15,-87493.99096481898,-116000.00000000001,28506.009035181043
55,145,20,-129393.38152116514,-157999.99999999983,28606.618478834684
55,145,25,-130079.3301565911,-150000.0,19920.6698434089
55,145,30,-118570.18850178726,-139999.99999999985,21429.811498212603
55,145,35,-98356.84906249262,-144000.00000000012,45643.1509375075
55,145,40,-144210.51426454925,-191999.99999999983,47789.485735450566
55,145,45,-117183.00389878338,-141999.99999999983,24816.996101216435
55,145,50,-93121.99121234159,-105999.99999999987,12878.008787658291
55,150,5,-10639.126995695246,-1999.9999999999573,-8639.126995695287
55,150,10,11814.385071082113,17999.99999999997,-6185.6149289178575
55,150,15,-86626.96821463604,-116000.00000000001,29373.031785363975
55,150,20,-128523.29869068744,-157999.99999999983,29476.701309312382
55,150,25,-129473.43425822796,-150000.0,20526.565741772036
55,150,30,-117918.39139900266,-139999.99999999985,22081.608600997188
55,150,35,-96968.592635435,-144000.00000000012,47031.407364565115
55,150,40,-142756.97612453668,-191999.99999999983,49243.023875463135
55,150,45,-116428.18409274178,-141999.99999999983,25571.815907258053
55,150,50,-92730.30093461188,-105999.99999999987,13269.699065387993
55,155,5,-10763.614339793345,-1999.9999999999573,-8763.614339793387
55,155,10,11725.252132707876,17999.99999999997,-6274.747867292096
55,155,15,-86203.7112447025,-116000.00000000001,29796.28875529751
55,155,20,-128098.54787262474,-157999.99999999983,29901.452127375094
55,155,25,-129177.65232865087,-150000.0,20822.347671349118
55,155,30,-117600.20174748792,-139999.99999999985,22399.798252511926
55,155,35,-96290.88353416495,-144000.00000000012,47709.11646583516
55,155,40,-142047.39826317754,-191999.99999999983,49952.6017368223
55,155,45,-116059.70155421141,-141999.99999999983,25940.29844578842
55,155,50,-92539.0883740772,-105999.99999999987,13460.911625922672
55,160,5,-10717.467965284097,-1999.9999999999573,-8717.467965284139
55,160,10,11758.292936856495,17999.99999999997,-6241.707063143475
55,160,15,-86360.60891803395,-116000.00000000001,29639.391081966074
55,160,20,-128255.99930245028,-157999.99999999983,29744.000697549545
55,160,25,-129287.29611448485,-150000.0,20712.703885515144
55,160,30,-117718.15188073357,-139999.99999999985,22281.84811926629
55,160,35,-96542.1043969933,-144000.00000000012,47457.89560300682
55,160,40,-142310.43259788022,-191999.99999999983,49689.567402119595
55,160,45,-116196.29482275878,-141999.99999999983,25803.705177241052
55,160,50,-92609.9692053234,-105999.99999999987,13390.030794676468
55,165,5,-10590.328815612422,-1999.9999999999573,-8590.328815612465
55,165,10,11849.324568021413,17999.99999999997,-6150.675431978558
55,165,15,-86792.88202691762,-116000.00000000001,29207.117973082386
55,165,20,-128689.79808113002,-157999.99999999983,29310.2019188698
55,165,25,-129589.37873410474,-150000.0,20410.621265895254
55,165,30,-118043.11954729437,-139999.99999999985,21956.880452705496
55,165,35,-97234.24992780588,-144000.00000000012,46765.750072194234
55,165,40,-143035.12575100877,-191999.99999999983,48964.87424899106
55,165,45,-116572.62670578693,-141999.99999999983,25427.3732942129
55,165,50,-92805.25493921908,-105999.99999999987,13194.74506078078
55,170,5,-10471.220456567466,-1999.9999999999573,-8471.22045656751
55,170,10,11934.606153097604,17999.99999999997,-6065.393846902368
55,170,15,-87197.85044767048,-116000.00000000001,28802.149552329534
55,170,20,-129096.19580219142,-157999.99999999983,28903.804197808404
55,170,25,-129872.38019519557,-150000.0,20127.61980480443
55,170,30,-118347.56051301328,-139999.99999999985,21652.439486986583
55,170,35,-97882.67583444662,-144000.00000000012,46117.324165553495
55,170,40,-143714.04339756502,-191999.99999999983,48285.9566024348
55,170,45,-116925.18744856,-141999.99999999983,25074.812551439827
55,170,50,-92988.20537871214,-105999.99999999987,13011.794621287725
55,175,5,-10432.393499477992,-1999.9999999999573,-8432.393499478034
55,175,10,11962.406254373669,17999.99999999997,-6037.593745626303
55,175,15,-87329.86210177469,-116000.00000000001,28670.13789822532
55,175,20,-129228.67337978071,-157999.99999999983,28771.326620219115
55,175,25,-129964.63304524016,-150000.0,20035.36695475984
55,175,30,-118446.80221533397,-139999.99999999985,21553.197784665885
55,175,35,-98094.04978884173,-144000.00000000012,45905.950211158386
55,175,40,-143935.35705297504,-191999.99999999983,48064.64294702479
55,175,45,-117040.11524154485,-141999.99999999983,24959.88475845498
55,175,50,-93047.84358480158,-105999.99999999987,12952.156415198291
55,180,5,-10386.870471094699,-1999.9999999999573,-8386.87047109474
55,180,10,11995.000742696106,17999.99999999997,-6004.999257303864
55,180,15,-87484.6403982779,-116000.00000000001,28515.359601722117
55,180,20,-129383.99795262452,-157999.99999999983,28616.002047375317
55,180,25,-130072.79576067887,-150000.0,19927.204239321134
55,180,30,-118563.15907588167,-139999.99999999985,21436.840924118187
55,180,35,-98341.87715536039,-144000.00000000012,45658.122844639736
55,180,40,-144194.8383147598,-191999.99999999983,47805.16168524002
55,180,45,-117174.86340555939,-141999.99999999983,24825.13659444043
55,180,50,-93117.76695639832,-105999.99999999987,12882.233043601553
55,185,5,-10358.448452765195,-1999.9999999999573,-8358.448452765237
55,185,10,12015.350907820031,17999.99999999997,-5984.6490921799395
55,185,15,-87581.27526059821,-116000.00000000001,28418.724739401805
55,185,20,-129480.97387916478,-157999.99999999983,28519.02612083505
55,185,25,-130140.32647622976,-150000.0,19859.67352377023
55,185,30,-118635.80575473187,-139999.99999999985,21364.194245267976
55,185,35,-98496.60662314619,-144000.00000000012,45503.39337685392
55,185,40,-144356.84381923798,-191999.99999999983,47643.15618076185
55,185,45,-117258.99257981472,-141999.99999999983,24741.007420185102
55,185,50,-93161.42317655243,-105999.99999999987,12838.576823447433
55,190,5,-10548.104844116664,-1999.9999999999573,-8548.104844116706
55,190,10,11879.556931612378,17999.99999999997,-6120.443068387593
55,190,15,-86936.44353000322,-116000.00000000001,29063.5564699968
55,190,20,-128833.86627187356,-157999.99999999983,29166.13372812626
55,190,25,-129689.70289037867,-150000.0,20310.297109621326
55,190,30,-118151.04401843752,-139999.99999999985,21848.955981562332
55,190,35,-97464.1172286288,-144000.00000000012,46535.88277137132
55,190,40,-143275.8023885346,-191999.99999999983,48724.19761146523
55,190,45,-116697.60966141438,-141999.99999999983,25302.39033858545
55,190,50,-92870.11095943657,-105999.99999999987,13129.889040563292
55,195,5,-10500.576455122591,-1999.9999999999573,-8500.576455122635
55,195,10,11913.587258132135,17999.99999999997,-6086.412741867837
55,195,15,-87098.04005258306,-116000.00000000001,28901.959947416955
55,195,20,-128996.03313512134,-157999.99999999983,29003.96686487849
55,195,25,-129802.63034262859,-150000.0,20197.36965737141
55,195,30,-118272.52658070637,-139999.99999999985,21727.473419293485
55,195,35,-97722.86177831252,-144000.00000000012,46277.13822168759
55,195,40,-143546.71420580082,-191999.99999999983,48453.285794199015
55,195,45,-116838.29369283683,-141999.99999999983,25161.706307162996
55,195,50,-92943.11456493147,-105999.99999999987,13056.885435068398
60,5,5,32142.817967397372,-17999.99999999997,50142.81796739734
60,5,10,14570.51425081439,-19999.999999999927,34570.51425081432
60,5,15,38993.048506323845,0.0,38993.048506323845
60,5,20,-30911.34939622035,-134000.0,103088.65060377965
60,5,25,-72724.48175162106,-175999.9999999998,103275.51824837874
60,5,30,-80857.38840200129,-167999.99999999997,87142.61159799868
60,5,35,-68054.3737330162,-157999.99999999983,89945.62626698363
60,5,40,-27081.56059952479,-162000.0000000001,134918.4394004753
60,5,45,-71095.0508480792,-209999.9999999998,138904.9491519206
60,5,50,-63763.1630315167,-159999.9999999998,96236.8369684831
60,5,55,-49938.1235239309,-123999.99999999984,74061.87647606894
60,10,5,-6967.788442212177,-17999.99999999997,11032.211557787794
60,10,10,-12393.941099910206,-19999.999999999927,7606.058900089722
60,10,15,8579.086254875961,0.0,8579.086254875961
60,10,20,-111318.86940603875,-134000.0,22681.130593961243
60,10,25,-153277.75557414614,-175999.9999999998,22722.244425853645
60,10,30,-148827.24972752156,-167999.99999999997,19172.750272478428
60,10,35,-138210.54224913573,-157999.99999999983,19789.457750864083
60,10,40,-132315.813373704,-162000.0000000001,29684.18662629609
60,10,45,-179438.718293333,-209999.9999999998,30561.28170666681
60,10,50,-138826.3765754257,-159999.9999999998,21173.623424574092
60,10,55,-107705.21795998779,-123999.99999999984,16294.782040012047
60,15,5,-2636.5526016068943,-17999.99999999997,15363.447398393077
60,15,10,-9407.809557629547,-19999.999999999927,10592.19044237038
60,15,15,11947.22741788081,0.0,11947.22741788081
60,15,20,-102414.27895112976,-134000.0,31585.721048870237
60,15,25,-144357.02386765726,-175999.9999999998,31642.976132342545
60,15,30,-141300.04607409696,-167999.99999999997,26699.953925903013
60,15,35,-130441.21982201273,-157999.99999999983,27558.7801779871
60,15,40,-120661.82973301949,-162000.0000000001,41338.1702669806
60,15,45,-167440.38795227738,-209999.9999999998,42559.61204772243
60,15,50,-130513.63201177955,-159999.9999999998,29486.36798822025
60,15,55,-101307.90191715589,-123999.99999999984,22692.098082843953
60,20,5,-8080.941567442254,-17999.99999999997,9919.058432557717
60,20,10,-13161.39449680796,-19999.999999999927,6838.605503191967
60,20,15,7713.4541351318285,0.0,7713.4541351318285
60,20,20,-113607.40160759873,-134000.0,20392.598392401273
60,20,25,-155570.43617244612,-175999.9999999998,20429.56382755368
60,20,30,-150761.78540726923,-167999.99999999997,17238.214592730754
60,20,35,-140207.30387998323,-157999.99999999983,17792.69612001659
60,20,40,-135310.95581997524,-162000.0000000001,26689.044180024855
60,20,45,-182522.3598700573,-209999.9999999998,27477.6401299425
60,20,50,-140962.80089651945,-159999.9999999998,19037.19910348034
60,20,55,-109349.36586793631,-123999.99999999984,14650.634132063524
60,25,5,7535.545895180876,-17999.99999999997,25535.545895180847
60,25,10,-2394.7478610864237,-19999.999999999927,17605.252138913504
60,25,15,19857.455565693403,0.0,19857.455565693403
60,25,20,-81501.45533351018,-134000.0,52498.54466648981
60,25,25,-123406.2918084347,-175999.9999999998,52593.708191565085
60,25,30,-123622.07613992789,-167999.99999999997,44377.923860072086
60,25,35,-112194.62326379961,-157999.99999999983,45805.3767362002
60,25,40,-93291.93489569986,-162000.0000000001,68708.06510430023
60,25,45,-139261.77969409508,-209999.9999999998,70738.2203059047
60,25,50,-110990.7845862676,-159999.9999999998,49009.215413732185
60,25,55,-86283.52289519232,-123999.99999999984,37716.47710480751
60,30,5,7991.248969024848,-17999.99999999997,25991.24896902482
60,30,10,-2080.567480982816,-19999.999999999927,17919.43251901711
60,30,15,20211.82839081927,0.0,20211.82839081927
60,30,20,-80564.57510094898,-134000.0,53435.42489905103
60,30,25,-122467.71330354862,-175999.9999999998,53532.28669645118
60,30,30,-122830.1151457568,-167999.99999999997,45169.884854243166
60,30,35,-111377.18818475527,-157999.99999999983,46622.811815244546
60,30,40,-92065.78227713333,-162000.0000000001,69934.21772286676
60,30,45,-137999.39726593104,-209999.9999999998,72000.60273406876
60,30,50,-110116.17433895216,-159999.9999999998,49883.82566104764
60,30,55,-85610.44096376315,-123999.99999999984,38389.55903623669
60,35,5,8095.728703089881,-17999.99999999997,26095.72870308985
60,35,10,-2008.534869298226,-19999.999999999927,17991.4651307017
60,35,15,20293.075985259904,0.0,20293.075985259904
60,35,20,-80349.77515079043,-134000.0,53650.224849209575
60,35,25,-122252.52398792151,-175999.9999999998,53747.47601207829
60,35,30,-122648.54104891584,-167999.99999999997,45351.45895108413
60,35,35,-111189.77360588583,-157999.99999999983,46810.226394114005
60,35,40,-91784.66040882915,-162000.0000000001,70215.33959117094
60,35,45,-137709.96893429745,-209999.9999999998,72290.03106570234
60,35,50,-109915.65112264101,-159999.9999999998,50084.34887735879
60,35,55,-85456.12244972175,-123999.99999999984,38543.87755027809
60,40,5,16545.07720904867,-17999.99999999997,34545.07720904864
60,40,10,3816.7923615180844,-19999.999999999927,23816.79236151801
60,40,15,26863.62525821667,0.0,26863.62525821667
60,40,20,-62978.75430934719,-134000.0,71021.24569065281
60,40,25,-104850.01489117654,-175999.9999999998,71149.98510882325
60,40,30,-107964.5179932185,-167999.99999999997,60035.48200678147
60,40,35,-96033.42672066283,-157999.99999999983,61966.57327933699
60,40,40,-69050.14008099471,-162000.0000000001,92949.85991900538
60,40,45,-114303.69916002653,-209999.9999999998,95696.30083997326
60,40,50,-93699.19964226047,-159999.9999999998,66300.80035773932
60,40,55,-72976.2772651441,-123999.99999999984,51023.72273485574
60,45,5,15939.917849600984,-17999.99999999997,33939.917849600955
60,45,10,3399.570691339861,-19999.999999999927,23399.570691339788
60,45,15,26393.029284285923,0.0,26393.029284285923
60,45,20,-64222.90181231109,-134000.0,69777.09818768891
60,45,25,-106096.41764641166,-175999.9999999998,69903.58235358814
60,45,30,-109016.21730237044,-167999.99999999997,58983.782697629526
60,45,35,-97118.95481388329,-157999.99999999983,60881.045186116535
60,45,40,-70678.43222082539,-162000.0000000001,91321.5677791747
60,45,45,-115980.10334831021,-209999.9999999998,94019.89665168959
60,45,50,-94860.65456194579,-159999.9999999998,65139.34543805401
60,45,55,-73870.1089153097,-123999.99999999984,50129.89108469014
60,50,5,13233.5022630549,-17999.99999999997,31233.50226305487
60,50,10,1533.6568397459741,-19999.999999999927,21533.6568397459
60,50,15,24288.412939965616,0.0,24288.412939965616
60,50,20,-69787.02329769466,-134000.0,64212.97670230535
60,50,25,-111670.62515261467,-175999.9999999998,64329.37484738512
60,50,30,-113719.66501116296,-167999.99999999997,54280.33498883701
60,50,35,-101973.69283496721,-157999.99999999983,56026.30716503262
60,50,40,-77960.53925245124,-162000.0000000001,84039.46074754884
60,50,45,-123477.37882408383,-209999.9999999998,86522.62117591596
60,50,50,-100054.95528395039,-159999.9999999998,59945.04471604941
60,50,55,-77867.53516674237,-123999.99999999984,46132.46483325747
60,55,5,8716.242284519161,-17999.99999999997,26716.242284519132
60,55,10,-1580.7273690581642,-19999.999999999927,18419.272630941763
60,55,15,20775.612012557707,0.0,20775.612012557707
60,55,20,-79074.0608933178,-134000.0,54925.9391066822
60,55,25,-120974.4972574746,-175999.9999999998,55025.50274252518
60,55,30,-121570.15781858098,-167999.99999999997,46429.842181419
60,55,35,-110076.7032809369,-157999.99999999983,47923.29671906292
60,55,40,-90115.05492140577,-162000.0000000001,71884.94507859432
60,55,45,-135991.03069008962,-209999.9999999998,74008.96930991016
60,55,50,-108724.72754089165,-159999.9999999998,51275.27245910815
60,55,55,-84539.61232758584,-123999.99999999984,39460.38767241401
60,60,5,5290.133226096605,-17999.99999999997,23290.133226096576
60,60,10,-3942.8274031258898,-19999.999999999927,16057.172596874037
60,60,15,18111.333415573212,0.0,18111.333415573212
60,60,20,-86117.80063454679,-134000.0,47882.19936545321
60,60,25,-128031.00510699587,-175999.9999999998,47968.994893003925
60,60,30,-127524.35231887062,-167999.99999999997,40475.647681129354
60,60,35,-116222.41940561042,-157999.99999999983,41777.58059438941
60,60,40,-99333.62910841603,-162000.0000000001,62666.37089158405
60,60,45,-145481.99118733476,-209999.9999999998,64518.008812665044
60,60,50,-115300.30331140451,-159999.9999999998,44699.69668859529
60,60,55,-89600.03924741742,-123999.99999999984,34399.96075258242
60,65,5,7838.240320968012,-17999.99999999997,25838.240320967983
60,65,10,-2186.0579153574035,-19999.999999999927,17813.942084642524
60,65,15,20092.842783758926,0.0,20092.842783758926
60,65,20,-80879.14567552545,-134000.0,53120.85432447455
60,65,25,-122782.85409668929,-175999.9999999998,53217.14590331051
60,65,30,-123096.02706952266,-167999.99999999997,44903.97293047731
60,65,35,-111651.65338698393,-157999.99999999983,46348.34661301589
60,65,40,-92477.48008047632,-162000.0000000001,69522.51991952377
60,65,45,-138423.25973197666,-209999.9999999998,71576.74026802312
60,65,50,-110409.83689950845,-159999.9999999998,49590.16310049135
60,65,55,-85836.43758803591,-123999.99999999984,38163.562411963925
60,70,5,12203.940369544147,-17999.99999999997,30203.940369544118
60,70,10,823.8346647168219,-19999.999999999927,20823.83466471675
60,70,15,23487.784684887687,0.0,23487.784684887687
60,70,20,-71903.70023404283,-134000.0,62096.29976595716
60,70,25,-113791.13896558463,-175999.9999999998,62208.86103441516
60,70,30,-115508.928475786,-167999.99999999997,52491.07152421397
60,70,35,-103820.50944891693,-157999.99999999983,54179.4905510829
60,70,40,-80730.76417337584,-162000.0000000001,81269.23582662425
60,70,45,-126329.4571129397,-209999.9999999998,83670.5428870601
60,70,50,-102030.94674416666,-159999.9999999998,57969.053255833125
60,70,55,-79388.21726784085,-123999.99999999984,44611.78273215899
60,75,5,9146.828773264944,-17999.99999999997,27146.828773264915
60,75,10,-1283.8633923452326,-19999.999999999927,18716.136607654695
60,75,15,21110.453182687965,0.0,21110.453182687965
60,75,20,-78188.81786366034,-134000.0,55811.18213633967
60,75,25,-120087.64955767275,-175999.9999999998,55912.35044232705
60,75,30,-120821.84664124514,-167999.99999999997,47178.15335875483
60,75,35,-109304.32205143516,-157999.99999999983,48695.67794856468
60,75,40,-88956.48307715316,-162000.0000000001,73043.51692284693
60,75,45,-134798.2258827566,-209999.9999999998,75201.77411724319
60,75,50,-107898.32241652862,-159999.9999999998,52101.67758347117
60,75,55,-83903.62806035759,-123999.99999999984,40096.371939642246
60,80,5,9297.43246325423,-17999.99999999997,27297.4324632542
60,80,10,-1180.031034650754,-19999.999999999927,18819.968965349173
60,80,15,21227.56859875417,0.0,21227.56859875417
60,80,20,-77879.19164386869,-134000.0,56120.80835613132
60,80,25,-119777.46208189355,-175999.9999999998,56222.53791810624
60,80,30,-120560.11426572337,-167999.99999999997,47439.8857342766
60,80,35,-109034.17083610033,-157999.99999999983,48965.8291638995
60,80,40,-88551.25625415093,-162000.0000000001,73448.74374584916
60,80,45,-134381.0255986869,-209999.9999999998,75618.9744013129
60,80,50,-107609.27558294669,-159999.9999999998,52390.7244170531
60,80,55,-83681.18360396348,-123999.99999999984,40318.81639603636
60,85,5,12039.623717558377,-17999.99999999997,30039.62371755835
60,85,10,710.5480288757026,-19999.999999999927,20710.54802887563
60,85,15,23360.00552446149,0.0,23360.00552446149
60,85,20,-72241.51894092042,-134000.0,61758.48105907958
60,85,25,-114129.57003265596,-175999.9999999998,61870.42996734384
60,85,30,-115794.49244613145,-167999.99999999997,52205.50755386851
60,85,35,-104115.25882216843,-157999.99999999983,53884.741177831405
60,85,40,-81172.88823325306,-162000.0000000001,80827.11176674702
60,85,45,-126784.64485694998,-209999.9999999998,83215.35514304982
60,85,50,-102346.31224394061,-159999.9999999998,57653.68775605918
60,85,55,-79630.9160246248,-123999.99999999984,44369.08397537503
60,90,5,11503.196515231612,-17999.99999999997,29503.196515231582
60,90,10,340.71312540818326,-19999.999999999927,20340.71312540811
60,90,15,22942.85840811794,0.0,22942.85840811794
60,90,20,-73344.35995936861,-134000.0,60655.64004063139
60,90,25,-115234.41015869047,-175999.9999999998,60765.58984130933
60,90,30,-116726.74295054778,-167999.99999999997,51273.257049452186
60,90,35,-105077.49594037942,-157999.99999999983,52922.50405962041
60,90,40,-82616.24391056955,-162000.0000000001,79383.75608943054
60,90,45,-128270.64816277442,-209999.9999999998,81729.35183722537
60,90,50,-103375.85265089074,-159999.9999999998,56624.14734910906
60,90,55,-80423.22899799937,-123999.99999999984,43576.77100200047
60,95,5,9905.076276433007,-17999.99999999997,27905.076276432977
60,95,10,-761.0964802231538,-19999.999999999927,19238.903519776773
60,95,15,21700.0965826671,0.0,21700.0965826671
60,95,20,-76629.93635093592,-134000.0,57370.06364906407
60,95,25,-118525.9422778558,-175999.9999999998,57474.057722144
60,95,30,-119504.09725375182,-167999.99999999997,48495.902746248146
60,95,35,-107944.18615755356,-157999.99999999983,50055.81384244627
60,95,40,-86916.27923633077,-162000.0000000001,75083.72076366932
60,95,45,-132697.73901062645,-209999.9999999998,77302.26098937333
60,95,50,-106443.05236386447,-159999.9999999998,53556.94763613534
60,95,55,-82783.6823693429,-123999.99999999984,41216.31763065694
60,100,5,9731.195458397477,-17999.99999999997,27731.195458397448
60,100,10,-880.97704421038,-19999.999999999927,19119.022955789547
60,100,15,21564.87994653016,0.0,21564.87994653016
60,100,20,-76987.41803273567,-134000.0,57012.58196726433
60,100,25,-118884.07196270411,-175999.9999999998,57115.928037295685
60,100,30,-119806.28267540611,-167999.99999999997,48193.717324593854
60,100,35,-108256.09162493654,-157999.99999999983,49743.908375063285
60,100,40,-87384.13743740524,-162000.0000000001,74615.86256259485
60,100,45,-133179.4212767373,-209999.9999999998,76820.5787232625
60,100,50,-106776.77393388294,-159999.9999999998,53223.22606611685
60,100,55,-83040.50757759663,-123999.99999999984,40959.492422403215
60,105,5,8376.84860199265,-17999.99999999997,26376.84860199262
60,105,10,-1814.719286824893,-19999.999999999927,18185.280713175034
60,105,15,20511.6859935992,0.0,20511.6859935992
60,105,20,-79771.8205760276,-134000.0,54228.1794239724
60,105,25,-121673.52176136152,-175999.9999999998,54326.47823863827
60,105,30,-122159.98609417674,-167999.99999999997,45840.01390582322
60,105,35,-110685.50387418944,-157999.99999999983,47314.49612581039
60,105,40,-91028.25581128457,-162000.0000000001,70971.74418871551
60,105,45,-136931.21443174698,-209999.9999999998,73068.78556825283
60,105,50,-109376.11044710714,-159999.9999999998,50623.88955289266
60,105,55,-85040.90312078339,-123999.99999999984,38959.09687921645
60,110,5,7382.582553714728,-17999.99999999997,25382.5825537147
60,110,10,-2500.2070592401033,-19999.999999999927,17499.792940759824
60,110,15,19738.50519083898,0.0,19738.50519083898
60,110,20,-81815.93276223872,-134000.0,52184.06723776128
60,110,25,-123721.339286883,-175999.9999999998,52278.6607131168
60,110,30,-123887.90932590445,-167999.99999999997,44112.09067409552
60,110,35,-112469.00719557244,-157999.99999999983,45530.992804427384
60,110,40,-93703.51079335908,-162000.0000000001,68296.48920664101
60,110,45,-139685.51665244228,-209999.9999999998,70314.4833475575
60,110,50,-111284.36019193867,-159999.9999999998,48715.63980806113
60,110,55,-86509.45260078643,-123999.99999999984,37490.547399213414
60,115,5,6929.662057663594,-17999.99999999997,24929.662057663565
60,115,10,-2812.4690161449253,-19999.999999999927,17187.530983855002
60,115,15,19386.296208816606,0.0,19386.296208816606
60,115,20,-82747.09229138732,-134000.0,51252.90770861267
60,115,25,-124654.18671850137,-175999.9999999998,51345.81328149843
60,115,30,-124675.03451096723,-167999.99999999997,43324.96548903273
60,115,35,-113281.45091768155,-157999.99999999983,44718.54908231828
60,115,40,-94922.17637652275,-162000.0000000001,67077.82362347734
60,115,45,-140940.19082162745,-209999.9999999998,69059.80917837235
60,115,50,-112153.62996386288,-159999.9999999998,47846.370036136905
60,115,55,-87178.42461296631,-123999.99999999984,36821.57538703354
60,120,5,6717.673644584862,-17999.99999999997,24717.673644584833
60,120,10,-2958.6225183296374,-19999.999999999927,17041.37748167029
60,120,15,19221.445591937994,0.0,19221.445591937994
60,120,20,-83182.91940150571,-134000.0,50817.080598494285
60,120,25,-125090.80384755047,-175999.9999999998,50909.196152449316
60,120,30,-125043.44667233014,-167999.99999999997,42956.553327669826
60,120,35,-113661.71336300539,-157999.99999999983,44338.28663699444
60,120,40,-95492.5700445085,-162000.0000000001,66507.42995549159
60,120,45,-141527.43822680204,-209999.9999999998,68472.56177319774
60,120,50,-112560.48971318791,-159999.9999999998,47439.510286811885
60,120,55,-87491.53544917823,-123999.99999999984,36508.464550821605
60,125,5,6865.760134744654,-17999.99999999997,24865.760134744625
60,125,10,-2856.5256213871726,-19999.999999999927,17143.474378612755
60,125,15,19336.603533354177,0.0,19336.603533354177
60,125,20,-82878.46829440701,-134000.0,51121.53170559299
60,125,25,-124785.80086533318,-175999.9999999998,51214.19913466662
60,125,30,-124786.08890868598,-167999.99999999997,43213.91109131398
60,125,35,-113396.07747258211,-157999.99999999983,44603.92252741771
60,125,40,-95094.11620887359,-162000.0000000001,66905.8837911265
60,125,45,-141117.21105530352,-209999.9999999998,68882.78894469628
60,125,50,-112276.27402710484,-159999.9999999998,47723.725972894965
60,125,55,-87272.80894383663,-123999.99999999984,36727.1910561632
60,130,5,6885.1046957265535,-17999.99999999997,24885.104695726524
60,130,10,-2843.188688039405,-19999.999999999927,17156.811311960522
60,130,15,19351.64663295004,0.0,19351.64663295004
60,130,20,-82838.69779946907,-134000.0,51161.30220053093
60,130,25,-124745.95827886363,-175999.9999999998,51254.04172113617
60,130,30,-124752.4702244454,-167999.99999999997,43247.529775554576
60,130,35,-113361.37741536737,-157999.99999999983,44638.62258463245
60,130,40,-95042.06612305148,-162000.0000000001,66957.9338769486
60,130,45,-141063.62301680708,-209999.9999999998,68936.37698319272
60,130,50,-112239.14688832591,-159999.9999999998,47760.85311167389
60,130,55,-87244.23666680872,-123999.99999999984,36755.76333319113
60,135,5,7314.049752581337,-17999.99999999997,25314.049752581308
60,135,10,-2547.4563817606395,-19999.999999999927,17452.543618239288
60,135,15,19685.211360392394,0.0,19685.211360392394
60,135,20,-81956.82939065582,-134000.0,52043.17060934418
60,135,25,-123862.49131704346,-175999.9999999998,52137.508682956344
60,135,30,-124007.011672222,-167999.99999999997,43992.98832777798
60,135,35,-112591.94056804029,-157999.99999999983,45408.05943195954
60,135,40,-93887.91085206084,-162000.0000000001,68112.08914793924
60,135,45,-139875.36528166896,-209999.9999999998,70124.63471833082
60,135,50,-111415.8920897661,-159999.9999999998,48584.10791023369
60,135,55,-86610.67682506915,-123999.99999999984,37389.32317493068
60,140,5,8576.721616669282,-17999.99999999997,26576.721616669252
60,140,10,-1676.918636954666,-19999.999999999927,18323.08136304526
60,140,15,20667.115195074446,0.0,20667.115195074446
60,140,20,-79360.90152100917,-134000.0,54639.098478990825
60,140,25,-121261.85783796542,-175999.9999999998,54738.142162034375
60,140,30,-121812.62914072009,-167999.99999999997,46187.37085927989
60,140,35,-110326.97389506761,-157999.99999999983,47673.02610493221
60,140,40,-90490.46084260185,-162000.0000000001,71509.53915739823
60,140,45,-136377.52893767378,-209999.9999999998,73622.471062326
60,140,50,-108992.50323260353,-159999.9999999998,51007.49676739627
60,140,55,-84745.6869537641,-123999.99999999984,39254.31304623574
60,145,5,9388.283637907807,-17999.99999999997,27388.283637907778
60,145,10,-1117.394510510716,-19999.999999999927,18882.60548948921
60,145,15,21298.218083640055,0.0,21298.218083640055
60,145,20,-77692.4106574691,-134000.0,56307.5893425309
